Date,Transaction Description,Category,Amount,Type
2026-08-16,Environment teach world quickly believe.,Investment,1349.0,Income
2026-08-18,Yeah term.,Health & Fitness,275.49,Expense
2026-08-20,Economic represent stock.,Health & Fitness,1628.88,Expense
2026-08-21,Central plan physical heart.,Other,4420.0,Income
2026-08-21,Idea seek.,Utilities,135.57,Expense
2026-08-22,Wear force able similar.,Salary,83.6,Expense
2026-08-23,Play recently sure somebody.,Entertainment,1772.72,Expense
2026-08-24,Why station manager.,Travel,1035.61,Expense
2026-08-25,Front official not.,Salary,514.09,Expense
2026-08-27,Thus several animal phone.,Entertainment,579.36,Expense
2026-08-29,Buy tax.,Food & Drink,1732.94,Expense
2026-09-05,A when dark read.,Rent,1600.69,Expense
2026-09-06,City usually ever.,Shopping,1489.18,Expense
2026-09-09,Bar professor power.,Shopping,684.68,Expense
2026-09-09,Personal rise sense investment.,Other,3509.0,Income
2026-09-09,Ability live.,Travel,1604.28,Expense
2026-09-10,Difficult quite act receive stage.,Rent,866.91,Expense
2026-09-11,Local director become.,Utilities,1095.49,Expense
2026-09-11,Finish thing.,Rent,662.56,Expense
2026-09-11,Similar send card year.,Salary,1209.22,Expense
2026-09-11,Most across.,Salary,709.58,Expense
2026-09-15,Goal defense security turn.,Other,4063.0,Income
2026-09-16,Beautiful beyond sell.,Food & Drink,159.33,Expense
2026-09-16,White fire cause everybody.,Health & Fitness,1031.04,Expense
2026-09-17,Network outside parent.,Utilities,1906.05,Expense
2026-09-17,Day parent country.,Other,785.0,Income
2026-09-19,Position six soldier.,Investment,3500.0,Income
2026-09-19,History drop point audience.,Food & Drink,1214.14,Expense
2026-09-19,Value car team nothing.,Health & Fitness,750.31,Expense
2026-09-19,Raise several west side admit.,Utilities,1063.63,Expense
2026-09-20,Energy always.,Travel,506.73,Expense
2026-09-21,Media pick may indeed.,Investment,4588.0,Income
2026-09-28,Policy mrs.,Rent,530.94,Expense
2026-10-01,Base bad tv.,Salary,437.0,Expense
2026-10-07,Force only shake power poor.,Salary,408.35,Expense
2026-10-08,Role suffer around beat.,Investment,4203.0,Income
2026-10-13,Law participant.,Other,1219.0,Income
2026-10-13,Budget remain reduce.,Health & Fitness,1339.0,Expense
2026-10-13,Well mission situation result.,Travel,1783.75,Expense
2026-10-16,Camera sit environmental though.,Utilities,1589.46,Expense
2026-10-20,Southern evening ask republican.,Rent,1970.41,Expense
2026-10-21,Baby lawyer growth matter note.,Entertainment,1582.84,Expense
2026-10-22,Effort bill off.,Other,4328.0,Income
2026-10-24,Scientist able teach.,Utilities,1227.78,Expense
2026-10-24,Animal hair turn.,Other,3761.0,Income
2026-10-27,Need trial.,Salary,1056.13,Expense
2026-10-27,Focus indicate result.,Rent,259.4,Expense
2026-10-30,Number budget.,Rent,905.45,Expense
2026-11-03,Development middle animal.,Health & Fitness,265.39,Expense
2026-11-04,Theory tend.,Utilities,1537.89,Expense
2026-11-05,Beat lead hard factor.,Investment,1517.0,Income
2026-11-05,Drug happy will young simply.,Travel,337.67,Expense
2026-11-06,Character usually agency.,Entertainment,698.59,Expense
2026-11-07,Player really act friend.,Travel,1693.41,Expense
2026-11-10,Billion morning draw.,Travel,259.09,Expense
2026-11-15,Win central.,Rent,1010.12,Expense
2026-11-16,Analysis discuss.,Investment,1902.0,Income
2026-11-17,Red head window be.,Health & Fitness,1686.63,Expense
2026-11-18,Card star avoid nothing.,Food & Drink,171.63,Expense
2026-11-18,Door end fire.,Travel,1305.75,Expense
2026-11-19,Fish evening avoid dark.,Shopping,1240.04,Expense
2026-11-21,Choice clearly.,Other,2974.0,Income
2026-11-21,Image movie who debate.,Shopping,601.89,Expense
2026-11-21,Enter build citizen rather.,Investment,1794.0,Income
2026-11-23,Structure foreign before.,Salary,934.24,Expense
2026-11-26,How any federal star.,Utilities,632.04,Expense
2026-11-27,Weight take.,Health & Fitness,1950.99,Expense
2026-11-28,Economic left sound cause activity.,Other,4718.0,Income
2026-12-01,Cup hundred rather.,Health & Fitness,491.06,Expense
2026-12-02,Only true avoid young cup.,Other,2530.0,Income
2026-12-03,Begin suggest speak.,Investment,2877.0,Income
2026-12-03,Walk anything.,Shopping,504.06,Expense
2026-12-08,Start house ahead raise.,Utilities,1628.82,Expense
2026-12-09,Democrat cost evidence third.,Health & Fitness,387.77,Expense
2026-12-09,People early far include nearly.,Other,4585.0,Income
2026-12-11,Evidence case.,Salary,56.12,Expense
2026-12-12,Eat yes myself affect him.,Salary,1933.71,Expense
2026-12-13,Name machine tree maybe.,Health & Fitness,106.83,Expense
2026-12-13,Conference five despite.,Salary,578.64,Expense
2026-12-15,Speak line.,Investment,4030.0,Income
2026-12-15,Yourself wind beyond prevent entire.,Other,3496.0,Income
2026-12-16,Offer work home.,Health & Fitness,100.03,Expense
2026-12-19,Door fish scene.,Investment,3469.0,Income
2026-12-20,Agreement red way nor none.,Rent,778.83,Expense
2026-12-20,My compare also argue.,Travel,1652.37,Expense
2026-12-23,Money a.,Rent,266.04,Expense
2026-12-24,Future concern sort.,Other,3277.0,Income
2026-12-26,Against only.,Health & Fitness,1512.38,Expense
2026-12-28,Suffer team.,Other,4596.0,Income
2026-12-31,Relate product only from.,Investment,1622.0,Income
